source_concept_id,original_source_concept_id,type,Reference FSN,Mapping relationship,Reference code system,Reference code,source_concept_name,CIEL concept_id
242,242,Test,Triglyceride [Moles/volume] in Serum or Plasma,NARROWER-THAN,LOINC,14927-8,Triglycerides (mmol/L),1009
243,243,Test,Cholesterol in LDL [Moles/volume] in Serum or Plasma,NARROWER-THAN,LOINC,22748-8,Low-density lipoprotein cholesterol (mmol/L),1008
244,244,Test,Cholesterol in HDL [Moles/volume] in Serum or Plasma,NARROWER-THAN,LOINC,14646-4,High-density lipoprotein cholesterol measurement (mmol/L),1007
245,245,Test,Cholesterol [Moles/volume] in Serum or Plasma,NARROWER-THAN,LOINC,14647-2,Total cholesterol (mmol/L),1006
247,247,ConvSet,Bleeding (finding),NARROWER-THAN,SNOMED-CT,131148009,Bloodwork,162835
250,250,Test,Human immunodeficiency virus antibody test (procedure),SAME-AS,SNOMED-CT,165813002,HIV Test,1356
251,251,Drug,Tetanus toxoid,SAME-AS,RxNORM,10387,Tetanus toxoid,84879
252,252,Test,Plasmodium sp [Presence] in Blood by Light microscopy,BROADER-THAN,LOINC,51587-4,Malarial smear,32
253,253,Misc,year (qualifier value),SAME-AS,SNOMED-CT,258707000,Years,1734
254,254,Procedure,Pregnancy observable (observable entity),NARROWER-THAN,SNOMED-CT,364320009,Intermittent preventive treatment in pregnancy with sulphadoxine-pyrimethamine,1591
255,255,Misc,month (qualifier value),SAME-AS,SNOMED-CT,258706009,Months,1074
256,256,Misc,week (qualifier value),SAME-AS,SNOMED-CT,258705008,Weeks,1073
257,257,Misc,day (qualifier value),SAME-AS,SNOMED-CT,258703001,Days,1072
258,258,Drug,Folate / iron,SAME-AS,RxNORM,1007327,Folate / iron,104677
260,260,Misc Order,Nutrition education (procedure),SAME-AS,SNOMED-CT,61310001,Nutrition counseling,1380
261,261,Misc,Mental health care (regime/therapy),SAME-AS,SNOMED-CT,390808007,Mental health services,5489
262,262,Misc,Social support (regime/therapy),NARROWER-THAN,SNOMED-CT,315042007,Social support services,5486
264,264,Misc,Pharmacy (environment),SAME-AS,SNOMED-CT,264372000,Pharmacy,1744
282,282,Misc,T lymphocyte disorder (disorder),SAME-AS,SNOMED-CT,44306006,T-Kash,125071
285,285,Question,Observable entity (observable entity),NARROWER-THAN,SNOMED-CT,363787002,Account status,168857
287,287,Misc,Administrative statuses (finding),NARROWER-THAN,SNOMED-CT,307824009,Billed,168849
288,288,Misc,Administrative statuses (finding),NARROWER-THAN,SNOMED-CT,307824009,Not billable,168848
289,289,Misc,Administrative statuses (finding),NARROWER-THAN,SNOMED-CT,307824009,Billable,168847
290,290,Misc,Planned (qualifier value),SAME-AS,SNOMED-CT,397943006,Planned,168846
296,296,Misc,Infectious disease clinic (environment),NARROWER-THAN,SNOMED-CT,702870003,TB/HIV clinic,168362
297,297,Question,Clinical history/examination observable (observable entity),NARROWER-THAN,SNOMED-CT,363788007,Type of service provided,168146
298,298,Misc,Sexual health service (qualifier value),SAME-AS,SNOMED-CT,788122004,Sexual/reproductive health service,167813
299,299,Misc,Triage (procedure),NARROWER-THAN,SNOMED-CT,225390008,Triage service,167411
300,300,Misc,Provider-specific procedure (procedure),NARROWER-THAN,SNOMED-CT,127777001,Clinical consultation,167410
301,301,Misc,Hold - dosing instruction fragment (qualifier value),SAME-AS,SNOMED-CT,421139008,On hold,167154
302,302,Misc,Hospital department (environment),NARROWER-THAN,SNOMED-CT,284548004,Inpatient department,167050
303,303,Misc,Canceled (qualifier value),SAME-AS,SNOMED-CT,89925002,Cancelled,165170
304,304,Misc,Urology service (qualifier value),SAME-AS,SNOMED-CT,310167005,Urology service,164954
305,305,Misc,"Ear, nose and throat service (qualifier value)",SAME-AS,SNOMED-CT,310149003,"Ear, nose and throat service",164953
306,306,Misc,Neurosurgical service (qualifier value),SAME-AS,SNOMED-CT,310159002,Neurosurgery service,164952
307,307,Misc,Obstetrics and gynecology service (qualifier value),SAME-AS,SNOMED-CT,310060005,Obstetrics and gynecology service,164951
308,308,Misc,Orthopedic service (qualifier value),SAME-AS,SNOMED-CT,310161006,Orthopedic service,164949
309,309,Misc,Inactive (qualifier value),SAME-AS,SNOMED-CT,73425007,Inactive status,164928
310,310,Misc,Diabetes clinic (environment),SAME-AS,SNOMED-CT,702706001,Diabetes clinic,164103
311,311,Misc,Error entry deleted (finding),SAME-AS,SNOMED-CT,185981001,"Data entry error, deleted",163133
312,312,Misc,Report status (finding),NARROWER-THAN,SNOMED-CT,308552006,Entered in error report status,162983
313,313,Misc,Laboratory test requested (situation),SAME-AS,SNOMED-CT,165332000,Laboratory orders,1283
314,314,Finding,Active (qualifier value),SAME-AS,SNOMED-CT,55561003,Active status,161636
315,315,Misc,Healthcare services (qualifier value),NARROWER-THAN,SNOMED-CT,224891009,Observation ward,161629
316,316,Misc,Special care baby service (qualifier value),SAME-AS,SNOMED-CT,310070007,Neonatal service,161628
317.1,317,Misc,Healthcare services (qualifier value),NARROWER-THAN,SNOMED-CT,224891009,General medicine service,161627
317.2,317,Misc,General medical service (procedure),NARROWER-THAN,SNOMED-CT,310047004,General medicine service,161627
318,318,Misc,Emergency medical services (qualifier value),SAME-AS,SNOMED-CT,409971007,Emergency medical services,161626
319,319,Misc,Intensive care service (qualifier value),SAME-AS,SNOMED-CT,310032008,Intensive care service,161625
320,320,Misc,Rehabilitation service (qualifier value),SAME-AS,SNOMED-CT,310129007,Rehabilitation service,161624
321,321,Misc,Surgical service (qualifier value),SAME-AS,SNOMED-CT,310138009,Surgical service,161623
322,322,Question,Finding related to health insurance issues (finding),NARROWER-THAN,SNOMED-CT,419808006,"Patient-side expenses, items",161187
323,323,Misc,Hospital department (environment),NARROWER-THAN,SNOMED-CT,284548004,Vaccination service,160564
324,324,Misc,Hospital-based outpatient department (environment),SAME-AS,SNOMED-CT,33022008,Outpatient department,160542
325,325,Misc,Medical or surgical floor (environment),NARROWER-THAN,SNOMED-CT,398156002,Pediatric inpatient service,160537
326,326,Misc,Medical or surgical floor (environment),NARROWER-THAN,SNOMED-CT,398156002,Adult inpatient service,160536
327,327,Misc,Radiology department (environment),SAME-AS,SNOMED-CT,309964003,Radiology department,160463
328,328,Misc,Unit of currency (qualifier value),SAME-AS,SNOMED-CT,282473001,Unit of currency,159582
329,329,Misc,Antenatal care (regime/therapy),NARROWER-THAN,SNOMED-CT,424525001,Antenatal services,1592
330,330,Misc,No (qualifier value),SAME-AS,SNOMED-CT,373067005,No,1066
331,331,Misc,Yes (qualifier value),SAME-AS,SNOMED-CT,373066001,Yes,1065
332,332,Diagnosis,Cutaneous leishmaniasis (disorder),SAME-AS,SNOMED-CT,240637006,Cutaneous leishmaniasis,143074
333,333,Diagnosis,Monkeypox (disorder),SAME-AS,SNOMED-CT,359814004,Mpox,138403
334,334,Diagnosis,Varicella (disorder),SAME-AS,SNOMED-CT,38907003,Varicella,892
335,335,Diagnosis,Cryptococcal meningitis (disorder),SAME-AS,SNOMED-CT,14232007,"Meningitis, cryptococcal",1294
336,336,Diagnosis,Visceral leishmaniasis (disorder),SAME-AS,SNOMED-CT,186803007,Visceral leishmaniasis,123084
337,337,Diagnosis,Influenza (disorder),SAME-AS,SNOMED-CT,6142004,Influenza,141826
338,338,Diagnosis,Meningitis (disorder),SAME-AS,SNOMED-CT,7180009,Meningitis,115835
339,339,Diagnosis,Mycetoma (disorder),SAME-AS,SNOMED-CT,410039003,Mycetoma,115451
340,340,Diagnosis,African trypanosomiasis (disorder),SAME-AS,SNOMED-CT,27031003,African Trypanosomiasis,149241
341,341,Diagnosis,Infection caused by Cestoda and/or Trematoda and/or Phylum Nematoda (disorder),NARROWER-THAN,SNOMED-CT,27601005,Helminthiasis,199
342,342,Diagnosis,Infection caused by Schistosoma (disorder),SAME-AS,SNOMED-CT,10087007,Schistosomiasis,117152
343,343,Diagnosis,Leishmaniasis (disorder),SAME-AS,SNOMED-CT,80612004,Leishmaniasis,116350
344,344,Diagnosis,Leptospirosis (disorder),SAME-AS,SNOMED-CT,77377001,Leptospirosis,116341
345,345,Diagnosis,Ascariasis (disorder),SAME-AS,SNOMED-CT,2435008,Ascariasis,148353
346,346,Diagnosis,Cervical lymphadenopathy (disorder),SAME-AS,SNOMED-CT,127086001,Cervical lymphadenopathy,145802
347,347,Diagnosis,Malignant neoplastic disease (disorder),SAME-AS,SNOMED-CT,363346000,Malignant neoplasm,116031
348,348,Diagnosis,Malignant neoplastic disease (disorder),NARROWER-THAN,SNOMED-CT,363346000,Neoplasm/cancer,116030
349,349,Diagnosis,Constipation (finding),SAME-AS,SNOMED-CT,14760008,Constipation,996
350,350,Diagnosis,Primary Kaposi's sarcoma of oral cavity (disorder),SAME-AS,SNOMED-CT,424779008,Kaposi sarcoma oral,644
351.1,351,Procedure,Procedure related observable (observable entity),NARROWER-THAN,SNOMED-CT,416342005,Name of Procedure performed,1651
351.2,351,Procedure,Procedure carried out on subject (situation),NARROWER-THAN,SNOMED-CT,443938003,Name of Procedure performed,1651
352.1,352,Finding,Radiographic imaging procedure (procedure),SAME-AS,SNOMED-CT,363680008,Radiology results,1392
352.2,352,Finding,Radiology report (record artifact),SAME-AS,SNOMED-CT,371527006,Radiology results,1392
353,353,Diagnosis,Helicobacter pylori gastrointestinal tract infection (disorder),SAME-AS,SNOMED-CT,307759003,Helicobacter Pylori Gastrointestinal Tract Infection,139041
354,354,Diagnosis,Pain of hip region (finding),SAME-AS,SNOMED-CT,49218002,Hip Pain,138609
356,356,Question,Types of contrast medium (qualifier value),SAME-AS,SNOMED-CT,278474008,Imaging contrast type,163023
357,357,Question,Imaging - action (qualifier value),NARROWER-THAN,SNOMED-CT,360037004,Imaging sequence(s),163022
358,358,Question,Phase (attribute),NARROWER-THAN,SNOMED-CT,21191007,Contrast imaging phase,163018
359,359,Finding,Date of procedure (observable entity),SAME-AS,SNOMED-CT,439272007,Procedure date/time,160715
360,360,Diagnosis,Gastric ulcer (disorder),NARROWER-THAN,SNOMED-CT,397825006,Peptic Ulcer of Stomach,130601
361,361,Diagnosis,Peptic ulcer with perforation (disorder),SAME-AS,SNOMED-CT,88169003,Peptic Ulcer with Perforation,130595
362,362,Diagnosis,Ulcer (disorder),SAME-AS,SNOMED-CT,429040005,Ulcer,123919
363,363,Diagnosis,Upper gastrointestinal hemorrhage (disorder),SAME-AS,SNOMED-CT,37372002,Upper Gastrointestinal Hemorrhage,123569
364,364,Diagnosis,Diabetes mellitus (disorder),SAME-AS,SNOMED-CT,73211009,Diabetes mellitus,119481
365,365,Diagnosis,Gastric ulcer (disorder),SAME-AS,SNOMED-CT,397825006,Gastric ulcer,117905
366,366,Diagnosis,Gastric ulcer with hemorrhage (disorder),SAME-AS,SNOMED-CT,15902003,Bleeding Stomach Ulcer,117903
367,367,Diagnosis,"Hypertensive disorder, systemic arterial (disorder)",SAME-AS,SNOMED-CT,38341003,Hypertension,117399
368,368,Diagnosis,Acute gastric ulcer without hemorrhage AND without perforation (disorder),SAME-AS,SNOMED-CT,67964002,Acute Gastric Ulcer without Hemorrhage or Perforation,149783
369,369,Diagnosis,Acute peptic ulcer with hemorrhage but without obstruction (disorder),SAME-AS,SNOMED-CT,22157005,Acute Peptic Ulcer with Haemorrhage but without Obstruction,149594
370,370,Diagnosis,Acute peptic ulcer with perforation (disorder),SAME-AS,SNOMED-CT,79118000,Acute Peptic Ulcer with Perforation,149592
371,371,Diagnosis,Calculus in biliary tract (disorder),SAME-AS,SNOMED-CT,266474003,Cholelithiasis,145625
372,372,Diagnosis,Enteropathogenic Escherichia coli gastrointestinal tract infection (disorder),SAME-AS,SNOMED-CT,240353001,Enteropathogenic Escherichia Coli Gastrointestinal Tract Infection,141210
373,373,Diagnosis,Typhoid fever (disorder),SAME-AS,SNOMED-CT,4834000,Typhoid fever,141
374.1,374,Diagnosis,Multisystem inflammatory syndrome in adults (disorder),NARROWER-THAN,SNOMED-CT,1119306006,Multisystem inflammatory syndrome associated with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in adult,166845
374.2,374,Diagnosis,Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder),NARROWER-THAN,SNOMED-CT,840539006,Multisystem inflammatory syndrome associated with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in adult,166845
375,375,Diagnosis,Infection of upper respiratory tract caused by severe acute respiratory syndrome coronavirus 2 (disorder),SAME-AS,SNOMED-CT,1240541000000100,Upper respiratory tract infection due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),165633
376.1,376,Diagnosis,Acute disease caused by severe acute respiratory syndrome coronavirus 2 (disorder),NARROWER-THAN,SNOMED-CT,1119302008,Acute respiratory disease due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),165630
376.2,376,Diagnosis,Viral respiratory infection (disorder),NARROWER-THAN,SNOMED-CT,312133006,Acute respiratory disease due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),165630
376.3,376,Diagnosis,Acute respiratory disease (disorder),NARROWER-THAN,SNOMED-CT,111273006,Acute respiratory disease due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),165630
377,377,Diagnosis,Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder),SAME-AS,SNOMED-CT,840539006,Disease due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),165623
378,378,Diagnosis,Suspected disease caused by Severe acute respiratory coronavirus 2 (situation),SAME-AS,SNOMED-CT,840544004,Suspected severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection,165612
379,379,Diagnosis,Pneumonia caused by severe acute respiratory syndrome coronavirus 2 (disorder),SAME-AS,SNOMED-CT,882784691000119040,Pneumonia due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),165608
380,380,Diagnosis,Paratyphoid fever (disorder),SAME-AS,SNOMED-CT,85904008,Paratyphoid Fever,130811
381.1,381,Diagnosis,Acid reflux (finding),SAME-AS,SNOMED-CT,698065002,Gastroesophageal reflux disease,1293
381.2,381,Diagnosis,Gastroesophageal reflux disease (disorder),SAME-AS,SNOMED-CT,235595009,Gastroesophageal reflux disease,1293
382,382,Diagnosis,Sepsis caused by Salmonella (disorder),NARROWER-THAN,SNOMED-CT,449083008,Salmonella Septicaemia,127198
383,383,Diagnosis,Shigellosis (disorder),SAME-AS,SNOMED-CT,36188001,Shigellosis,126558
384,384,Diagnosis,Cholera (disorder),SAME-AS,SNOMED-CT,63650001,Cholera due to Vibrio cholerae,122604
385,385,Diagnosis,Peptic ulcer (disorder),SAME-AS,SNOMED-CT,13200003,Peptic ulcer,114262
386,386,Diagnosis,Gestational diabetes mellitus (disorder),SAME-AS,SNOMED-CT,11687002,Gestational diabetes,1449
387,387,Diagnosis,Arginine vasopressin-related polyuria (disorder),SAME-AS,SNOMED-CT,1296758008,Diabetes insipidus,142486
388,388,Diagnosis,Drug-induced diabetes mellitus (disorder),SAME-AS,SNOMED-CT,5368009,Drug-Induced Diabetes Mellitus,141730
389,389,Diagnosis,Essential hypertension (disorder),SAME-AS,SNOMED-CT,59621000,Essential hypertension,140987
390,390,Diagnosis,Hyperthyroidism (disorder),SAME-AS,SNOMED-CT,34486009,Hyperthyroidism,138176
391,391,Diagnosis,Pulmonary hypertension (disorder),SAME-AS,SNOMED-CT,70995007,Pulmonary Hypertension,128125
392,392,Diagnosis,Acute cholecystitis (disorder),SAME-AS,SNOMED-CT,65275009,Acute Cholecystitis,122101
393,393,Diagnosis,Hypothyroidism (disorder),SAME-AS,SNOMED-CT,40930008,Hypothyroidism,117321
394,394,Organism,Human immunodeficiency virus (organism),SAME-AS,SNOMED-CT,19030005,Human immunodeficiency virus,884
395,395,Diagnosis,Kaposi's sarcoma of skin (disorder),SAME-AS,SNOMED-CT,109386008,Kaposi's sarcoma of skin,507
396,396,Misc,Death (event),NARROWER-THAN,SNOMED-CT,419620001,Unnatural death,166078
397,397,Diagnosis,Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder),NARROWER-THAN,SNOMED-CT,840539006,Infection due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),165609
398,398,Diagnosis,Kaposi's sarcoma with acquired immunodeficiency syndrome (disorder),SAME-AS,SNOMED-CT,420524008,AIDS with Kaposi's sarcoma,155010
399,399,Diagnosis,Malaria (disorder),SAME-AS,SNOMED-CT,61462000,Malaria,116128
400.1,400,Diagnosis,Infection caused by Mycobacterium tuberculosis (disorder),SAME-AS,SNOMED-CT,373576009,Tuberculosis,112141
400.2,400,Diagnosis,Tuberculosis (disorder),SAME-AS,SNOMED-CT,56717001,Tuberculosis,112141
401,401,Diagnosis,Carcinoma of prostate (disorder),SAME-AS,SNOMED-CT,254900004,Carcinoma of Prostate,146221
403,403,Diagnosis,Death of unknown cause (event),SAME-AS,SNOMED-CT,87309006,Death of unknown cause,142917
404,404,Diagnosis,Primary genital syphilis (disorder),SAME-AS,SNOMED-CT,186847001,Primary Genital Syphilis,129119
405,405,Diagnosis,Natural death (event),SAME-AS,SNOMED-CT,38605008,Natural Death,133481
406,406,Diagnosis,Natural death with unknown cause (event),SAME-AS,SNOMED-CT,9855000,Natural Death with Unknown Cause,133475
407,407,Diagnosis,Neoplasm of lung (disorder),SAME-AS,SNOMED-CT,126713003,Neoplasm of Lung,133328
408,408,Diagnosis,Measles (disorder),SAME-AS,SNOMED-CT,14189004,Measles,134561
409,409,Diagnosis,Syphilitic cirrhosis (disorder),SAME-AS,SNOMED-CT,16070004,Syphilitic Cirrhosis,125119
410,410,Diagnosis,Asthma (disorder),SAME-AS,SNOMED-CT,195967001,Asthma,121375
411,411,Diagnosis,Malignant tumor of cervix (disorder),SAME-AS,SNOMED-CT,363354003,Malignant neoplasm of cervix uteri,116023
412,412,Diagnosis,Pneumonia (disorder),SAME-AS,SNOMED-CT,233604007,Pneumonia,114100
413,413,Misc,hour (qualifier value),SAME-AS,SNOMED-CT,258702006,Hours,1822
414,414,Misc,min (qualifier value),SAME-AS,SNOMED-CT,258701004,Minutes,1733
415,415,Question,Non-International System of Units unit of time (qualifier value),NARROWER-THAN,SNOMED-CT,258700003,Duration units,1732
416,416,Misc,Mg/m2 (qualifier value),SAME-AS,SNOMED-CT,396174004,Milligram per meter squared,165171
417,417,Misc,Intraosseous route (qualifier value),SAME-AS,SNOMED-CT,417255000,Intraosseous administration,162824
418,418,Misc,Nasogastric route (qualifier value),SAME-AS,SNOMED-CT,127492001,Nasogastric tube administration,162798
419,419,Misc,Seconds (qualifier value),SAME-AS,SNOMED-CT,257997001,Seconds,162583
420,420,Misc,Number of times (qualifier value),SAME-AS,SNOMED-CT,252109000,Number of occurrences,162582
422,422,Misc,Kit - unit of product usage (qualifier value),SAME-AS,SNOMED-CT,419179001,Kit,162401
423,423,Misc,Inhalation - unit of product usage (qualifier value),SAME-AS,SNOMED-CT,422237004,Inhaler,162400
424,424,Misc,Each (qualifier value),SAME-AS,SNOMED-CT,419473009,Each,162399
425,425,Misc,Unit dose (qualifier value),NARROWER-THAN,SNOMED-CT,408102007,Dose pack,162398
426,426,Misc,Unit dose (qualifier value),NARROWER-THAN,SNOMED-CT,408102007,Cartridge,162397
427,427,Misc,Box - unit of product usage (qualifier value),SAME-AS,SNOMED-CT,418445004,Box,162396
428,428,Misc,Bag - unit of product usage (qualifier value),SAME-AS,SNOMED-CT,428672001,Bag,162395
429,429,ConvSet,Route of administration (attribute),SAME-AS,SNOMED-CT,410675002,Routes of administration,162394
430,430,Misc,Rectal route (qualifier value),SAME-AS,SNOMED-CT,37161004,Rectal administration,162393
431,431,Misc,Vaginal route (qualifier value),SAME-AS,SNOMED-CT,16857009,Vaginal administration,162392
432,432,Misc,Transdermal route (qualifier value),SAME-AS,SNOMED-CT,45890007,Transdermal administration,162391
433,433,Misc,Ophthalmic route (qualifier value),NARROWER-THAN,SNOMED-CT,54485002,Bilateral eye administration,162390
